,VICTIMA_PERUANA,EDAD_VICTIMA,VICTIMA_GESTANDO,N_HIJOS,ESTADO_CIVIL_VICTIMA,ESTUDIA,TRABAJA_VICTIMA,TIENE_SEGURO,DIST_DOMICILIO
110899,1,28,0,1,1,0,1,1,Villa El Salvador
110900,1,47,0,1,1,0,0,1,Villa El Salvador
110901,1,29,0,1,1,0,1,1,Villa El Salvador
110902,1,32,0,0,1,0,0,0,Villa El Salvador
110903,1,41,0,1,1,0,0,1,Villa El Salvador
110904,1,4,0,0,1,0,0,0,Villa El Salvador
110906,1,7,0,0,1,0,0,0,Villa El Salvador
110907,1,23,0,1,1,0,0,1,Villa El Salvador
110908,1,8,0,0,1,1,0,1,Villa El Salvador
110909,1,8,0,0,1,1,0,1,Villa El Salvador
110910,1,22,0,1,1,0,1,1,Villa El Salvador
110911,1,37,0,1,1,0,1,1,Lurin
110912,1,46,0,1,1,0,0,1,Villa El Salvador
110913,1,30,0,1,1,0,1,1,Villa El Salvador
110914,1,49,0,1,1,0,1,1,Villa El Salvador
110915,1,41,0,1,1,0,1,1,Villa El Salvador
110920,1,22,0,1,1,0,1,0,Villa El Salvador
110921,1,14,0,0,1,1,0,0,Villa El Salvador
110922,1,26,0,1,1,0,1,1,Villa Maria del Triunfo
110923,1,26,0,1,1,0,1,1,Villa El Salvador
110924,1,73,0,1,1,0,1,1,Villa El Salvador
110925,1,32,0,1,1,0,1,1,Villa El Salvador
110927,1,16,0,0,1,1,0,1,Villa El Salvador
110929,1,48,0,1,1,0,1,1,Villa El Salvador
110930,1,43,0,1,1,0,0,1,Villa El Salvador
110931,1,51,0,1,1,0,1,1,Villa El Salvador
110932,1,47,0,1,1,0,0,0,Villa El Salvador
110933,1,42,0,1,1,0,1,1,Villa El Salvador
110934,1,46,0,1,1,0,1,1,Villa El Salvador
110935,1,23,0,1,1,0,1,0,Villa El Salvador
110936,1,5,0,0,1,0,0,1,Villa El Salvador
110937,1,28,1,1,1,0,0,1,Villa El Salvador
110938,1,19,0,1,1,0,0,0,Villa El Salvador
110939,1,1,0,0,1,0,0,1,Villa El Salvador
110940,1,41,0,0,1,0,1,0,Villa El Salvador
110941,1,12,0,0,1,1,0,1,Villa El Salvador
110942,1,42,0,1,1,0,1,0,Villa El Salvador
110943,1,17,0,0,1,0,0,1,Villa El Salvador
110944,1,17,0,0,1,0,0,1,Villa El Salvador
110945,1,24,0,1,1,0,0,1,Villa El Salvador
110946,1,48,0,1,1,0,0,1,Villa El Salvador
110947,1,43,0,1,1,0,0,0,Villa El Salvador
110948,1,43,0,1,1,0,1,1,Villa El Salvador
110949,1,26,0,1,1,0,0,1,Villa El Salvador
110950,1,39,0,0,1,0,1,1,Villa El Salvador
110951,1,30,0,1,1,0,1,1,Villa El Salvador
110952,1,35,0,1,1,1,0,1,Villa El Salvador
110953,1,65,0,1,1,0,1,1,Villa El Salvador
110954,0,25,0,1,1,0,1,0,San Juan de Miraflores
110955,1,15,0,0,1,0,0,1,Villa Maria del Triunfo
110956,1,42,0,1,1,0,1,0,Villa El Salvador
110957,1,34,0,1,1,0,1,1,Villa El Salvador
110958,1,21,0,1,1,0,0,1,Villa El Salvador
110959,1,17,0,0,1,1,0,1,Villa El Salvador
110961,1,27,0,1,1,0,0,1,Villa El Salvador
110962,1,19,0,0,1,0,1,0,Villa Maria del Triunfo
110963,1,8,0,0,1,1,0,1,Villa El Salvador
110964,1,44,0,1,1,0,0,1,Villa El Salvador
110965,1,57,0,1,1,0,1,0,Villa El Salvador
110966,1,14,0,0,1,1,0,0,Villa El Salvador
110967,1,37,1,1,1,0,0,1,Villa El Salvador
110968,1,41,0,1,1,0,1,0,Villa El Salvador
110969,1,69,0,1,1,0,0,0,Villa El Salvador
110970,1,70,0,1,1,0,0,1,Villa El Salvador
110971,1,70,0,1,1,0,0,1,Villa El Salvador
110972,1,54,0,1,1,0,1,1,Villa El Salvador
110973,1,42,0,1,1,0,1,1,Villa El Salvador
110975,1,12,0,0,1,1,0,1,Villa El Salvador
110976,1,12,0,0,1,1,0,1,Villa El Salvador
110977,1,22,0,1,1,0,1,0,Villa El Salvador
110979,1,53,0,1,1,0,1,0,Villa El Salvador
110980,1,53,0,1,1,0,1,0,Villa El Salvador
110981,1,53,0,1,1,0,1,0,Villa El Salvador
110982,1,53,0,1,1,0,1,0,Villa El Salvador
110983,1,18,0,0,1,1,1,1,Villa El Salvador
110984,1,25,1,0,1,1,0,0,Villa El Salvador
110985,1,44,0,1,1,0,1,1,Villa El Salvador
110986,1,52,0,1,1,0,1,1,Villa El Salvador
110987,1,24,0,0,1,1,1,0,Villa El Salvador
110988,1,49,0,1,1,0,0,1,Villa El Salvador
110989,1,33,0,1,1,1,1,1,Villa El Salvador
110990,1,56,0,1,1,0,0,1,Villa El Salvador
110991,1,69,0,1,1,0,1,1,Villa El Salvador
110992,1,39,0,1,1,0,1,1,Villa El Salvador
110993,1,11,0,0,1,1,0,1,Villa El Salvador
110994,1,33,0,1,1,0,0,0,Villa El Salvador
110995,1,16,0,0,1,0,0,1,Villa El Salvador
110997,1,3,0,0,1,0,0,0,Villa El Salvador
110998,1,20,0,0,1,1,0,0,Villa El Salvador
110999,1,57,0,1,1,0,1,1,Villa El Salvador
111000,1,23,0,1,1,0,0,1,Villa El Salvador
111001,1,25,0,0,1,0,1,1,Villa El Salvador
111002,1,40,0,1,1,0,1,1,Villa El Salvador
111003,1,10,0,0,1,1,0,1,Villa El Salvador
111004,1,19,0,0,1,0,1,1,Villa Maria del Triunfo
111005,1,67,0,1,1,0,0,1,Villa El Salvador
111006,1,24,0,1,1,0,1,1,Villa El Salvador
111007,1,33,1,1,1,0,0,1,Villa El Salvador
111008,1,36,0,1,1,0,1,1,Villa El Salvador
111009,1,50,0,1,1,0,0,1,Villa El Salvador
111010,1,25,0,1,1,0,1,1,Villa El Salvador
111012,1,40,0,1,1,0,1,1,Villa El Salvador
111013,1,38,0,1,1,0,1,1,Villa El Salvador
111014,0,29,0,1,1,0,0,0,Villa El Salvador
111015,1,83,0,1,1,0,0,0,Villa El Salvador
111016,1,42,0,1,1,0,1,1,Villa El Salvador
111017,1,42,0,1,1,0,0,1,Villa El Salvador
111018,1,27,0,1,1,0,1,0,Villa El Salvador
111019,1,42,0,1,1,0,1,0,Chorrillos
111020,1,38,0,1,1,0,1,0,Villa El Salvador
111021,1,24,0,1,1,0,1,1,Villa El Salvador
111022,1,33,0,1,1,0,1,1,Villa El Salvador
111023,1,43,0,1,1,0,1,1,Villa El Salvador
111024,1,31,0,1,1,0,0,1,Villa El Salvador
111025,1,29,0,1,1,1,1,1,Villa El Salvador
111026,1,37,0,1,1,0,0,1,Villa El Salvador
111027,1,50,0,1,1,0,0,1,Villa El Salvador
111028,1,41,0,1,1,0,1,1,Villa El Salvador
111029,1,22,1,1,1,0,1,1,Villa El Salvador
111030,1,21,0,1,1,0,0,1,Villa El Salvador
111031,1,7,0,0,1,1,0,1,Villa El Salvador
111032,1,34,0,1,1,0,1,1,Villa El Salvador
111033,1,34,0,1,1,0,0,1,Villa El Salvador
111034,1,2,0,0,1,0,0,0,Villa El Salvador
111035,1,29,0,1,1,0,1,1,Villa El Salvador
111036,1,12,0,0,1,1,0,0,Villa El Salvador
111037,1,12,0,0,1,1,0,1,Villa El Salvador
111038,1,31,0,1,1,0,0,1,Villa El Salvador
111039,1,29,0,0,1,1,0,0,San Borja
111040,1,19,0,1,1,1,0,1,Villa El Salvador
111041,1,30,0,1,1,0,0,1,Villa El Salvador
111042,1,37,0,1,1,0,1,0,Villa El Salvador
111043,1,40,0,1,1,0,1,1,Villa El Salvador
111044,1,7,0,0,1,1,0,1,Villa El Salvador
111045,0,24,1,1,1,1,0,0,San Juan de Lurigancho
111048,1,2,0,0,1,0,0,0,San Juan de Lurigancho
111049,1,2,0,0,1,0,0,0,San Juan de Lurigancho
111050,1,10,0,0,1,1,0,1,Villa El Salvador
111051,1,8,0,0,1,1,0,1,Villa El Salvador
111052,1,13,0,0,1,1,0,0,Villa El Salvador
111054,1,61,0,1,1,0,1,0,Villa El Salvador
111055,1,17,0,0,1,1,0,0,Villa El Salvador
111056,1,16,0,0,1,0,0,0,Villa Maria del Triunfo
111057,1,30,0,1,1,0,0,0,Villa El Salvador
111058,1,24,0,1,1,0,0,1,Villa El Salvador
111060,1,45,0,1,1,0,1,1,Villa El Salvador
111061,1,23,0,1,1,0,1,1,Villa El Salvador
111062,1,8,0,0,1,1,0,1,Villa El Salvador
111063,1,4,0,0,1,0,0,1,Villa El Salvador
111064,1,63,0,1,1,0,0,1,Villa El Salvador
111065,1,23,0,0,1,0,1,1,Villa El Salvador
111066,1,38,0,1,1,0,0,0,Villa El Salvador
111067,1,43,0,1,1,0,0,1,Villa El Salvador
111068,1,27,0,1,1,0,0,1,Villa El Salvador
111070,1,67,0,1,1,0,0,0,Villa El Salvador
111071,1,17,0,0,1,0,0,1,Villa El Salvador
111072,1,20,0,0,1,0,0,0,Villa El Salvador
111073,1,21,0,1,1,0,0,1,Villa El Salvador
111074,1,31,0,1,1,0,1,1,Villa El Salvador
111075,1,37,0,1,1,0,0,0,Villa El Salvador
111076,1,37,0,1,1,0,0,0,Villa El Salvador
111077,1,27,0,1,1,0,0,0,Villa El Salvador
111078,1,35,0,1,1,0,0,0,Villa El Salvador
111079,1,24,0,1,1,0,1,1,Villa El Salvador
111080,1,69,0,1,1,0,0,1,Villa El Salvador
111082,1,14,0,0,1,1,0,0,Villa El Salvador
111083,0,24,0,0,1,0,1,0,Santiago de Surco
111084,1,18,0,0,1,0,0,1,Villa El Salvador
111085,1,25,0,1,1,1,0,0,Villa El Salvador
111086,1,61,0,1,1,0,0,0,Villa El Salvador
111087,1,50,0,1,1,0,1,1,Villa El Salvador
111088,1,57,0,1,1,0,0,1,Villa El Salvador
111089,1,64,0,1,1,0,1,1,Villa El Salvador
111090,1,32,0,1,1,0,1,1,Villa El Salvador
111091,1,17,0,1,1,0,0,1,Villa El Salvador
111092,1,30,0,0,1,0,1,1,Villa El Salvador
111093,1,16,0,0,1,1,0,0,Villa El Salvador
111094,1,25,0,1,1,1,0,0,Villa El Salvador
111095,1,35,0,1,1,0,1,1,Villa El Salvador
111096,1,40,0,1,1,0,1,1,San Juan de Miraflores
111097,1,44,0,1,1,0,0,1,Villa El Salvador
111098,1,26,0,1,1,0,0,1,Villa El Salvador
111099,1,38,0,0,1,0,0,1,Villa El Salvador
111100,1,2,0,0,1,0,0,1,Villa El Salvador
111101,1,31,0,1,1,0,0,1,Villa El Salvador
111102,1,32,0,1,1,0,0,1,Villa El Salvador
111103,1,27,0,1,1,0,0,1,Villa El Salvador
111104,1,29,0,1,1,0,1,1,Villa El Salvador
111106,1,20,0,0,1,0,1,1,Villa El Salvador
111107,0,63,0,1,1,0,1,0,Villa El Salvador
111108,1,33,0,1,1,0,1,0,Villa El Salvador
111110,1,68,0,1,1,0,1,1,Villa El Salvador
111111,1,28,0,1,1,0,1,0,Villa El Salvador
111112,1,22,0,1,1,0,0,0,Villa Maria del Triunfo
111113,1,73,0,1,1,0,0,1,Villa El Salvador
111114,1,35,0,1,1,0,1,1,Villa El Salvador
111116,1,50,0,1,1,0,0,1,Villa El Salvador
111117,1,50,0,1,1,0,0,1,Villa El Salvador
111118,1,50,0,1,1,0,0,1,Villa El Salvador
111120,1,20,0,1,1,0,1,0,Villa El Salvador
111121,1,21,0,1,1,0,1,1,Villa El Salvador
111122,1,34,0,1,1,0,0,1,Villa El Salvador
111123,1,44,0,1,1,0,1,1,Villa El Salvador
111124,1,4,0,0,1,1,0,0,Villa El Salvador
111126,1,27,0,1,1,0,0,1,Cieneguilla
111127,1,84,0,1,1,0,0,1,Villa El Salvador
111129,1,26,0,1,1,0,0,1,Villa El Salvador
111130,1,31,0,1,1,0,0,1,Villa El Salvador
111131,1,40,0,1,1,0,0,1,Villa El Salvador
111132,1,46,0,1,1,0,0,1,Villa El Salvador
111134,1,70,0,1,1,0,0,1,Villa El Salvador
111135,1,51,0,1,1,0,1,1,Villa El Salvador
111136,1,29,0,1,1,0,0,1,Villa El Salvador
111137,1,21,0,1,1,0,0,1,Villa El Salvador
111138,1,27,0,1,1,0,0,1,Villa El Salvador
111141,1,25,0,1,1,0,1,1,Lima
111143,1,8,0,0,1,1,0,1,Villa El Salvador
111144,1,4,0,0,1,1,0,1,Villa El Salvador
111145,1,49,0,1,1,0,1,0,Villa El Salvador
111146,1,3,0,0,1,0,0,0,Villa El Salvador
111147,1,31,0,1,1,0,1,1,Villa El Salvador
111148,1,10,0,0,1,1,0,1,Villa El Salvador
111149,1,11,0,0,1,1,0,1,Villa El Salvador
111151,1,43,0,1,1,0,0,1,Villa El Salvador
111152,1,61,0,1,1,0,0,0,Villa El Salvador
111153,1,65,0,1,1,0,0,1,Villa El Salvador
111154,1,13,0,0,1,1,0,0,Villa El Salvador
111155,1,29,0,1,1,0,0,1,Villa El Salvador
111156,1,23,0,1,1,0,0,1,Villa El Salvador
111157,1,47,0,1,1,0,1,1,Villa El Salvador
111158,1,4,0,0,1,1,0,1,Villa El Salvador
111159,1,33,0,1,1,0,0,1,Villa El Salvador
111160,1,27,0,1,1,0,1,0,Chorrillos
111161,1,23,0,1,1,0,0,1,Villa El Salvador
111162,1,10,0,0,1,1,0,1,Villa El Salvador
111163,1,10,0,0,1,1,0,1,Villa El Salvador
111164,1,10,0,0,1,1,0,1,Villa El Salvador
111165,1,14,1,0,1,1,0,1,Independencia
111167,1,36,0,1,1,0,0,1,San Juan de Miraflores
111168,1,8,0,0,1,1,0,1,San Juan de Miraflores
111169,1,49,0,1,1,0,1,0,Villa El Salvador
111170,1,38,0,1,1,0,0,0,Villa El Salvador
111171,1,40,0,1,1,0,0,0,Villa El Salvador
111172,1,35,0,1,1,0,0,1,Villa El Salvador
111173,1,34,0,1,1,0,1,0,Villa El Salvador
111174,1,18,0,0,1,1,0,0,Villa El Salvador
111175,1,22,0,1,1,0,0,0,Villa El Salvador
111176,1,30,0,1,1,0,1,1,Villa El Salvador
111177,1,11,0,0,1,1,0,1,Villa El Salvador
111178,1,9,0,0,1,1,0,1,Villa El Salvador
111179,1,26,0,0,1,0,0,0,Villa El Salvador
111180,1,26,0,0,1,0,0,0,Villa El Salvador
111182,1,79,0,1,1,0,0,1,Villa El Salvador
111183,1,37,0,1,1,0,1,1,Villa El Salvador
111184,1,49,0,1,1,0,0,1,Villa El Salvador
111186,1,21,0,1,1,0,0,0,Villa El Salvador
111187,1,33,0,1,1,0,1,1,Villa El Salvador
111188,1,23,0,1,1,0,1,1,Villa El Salvador
111189,1,46,0,1,1,0,0,1,Villa El Salvador
111190,1,42,0,1,1,0,0,1,Villa El Salvador
111193,1,44,0,1,1,0,1,0,Villa El Salvador
111194,1,2,0,0,1,0,0,1,Villa El Salvador
111195,1,22,0,1,1,0,0,1,Villa El Salvador
111196,1,31,0,1,1,0,1,1,Villa El Salvador
111197,1,33,0,1,1,0,0,1,Villa El Salvador
111198,1,66,0,1,1,0,0,1,Villa El Salvador
111199,1,58,0,1,1,0,0,1,Villa El Salvador
111200,1,58,0,1,1,0,0,1,Villa El Salvador
111201,1,3,0,0,1,0,0,1,Villa El Salvador
111202,1,39,0,1,1,0,0,0,Villa El Salvador
111203,1,34,0,1,1,0,1,1,Villa El Salvador
111204,1,33,0,1,1,0,0,1,Villa El Salvador
111205,1,40,0,1,1,0,0,1,Villa El Salvador
111207,1,22,0,0,1,0,0,0,Villa El Salvador
111209,1,14,0,0,1,1,0,1,Villa El Salvador
111210,1,44,0,1,1,0,1,1,Villa El Salvador
111211,1,20,0,0,1,0,1,1,Villa El Salvador
111212,1,66,0,1,1,0,0,0,Villa El Salvador
111213,1,76,0,1,1,0,0,1,Villa El Salvador
111216,1,10,0,0,1,1,0,1,Villa El Salvador
111217,1,33,0,1,1,0,0,0,Villa El Salvador
111218,1,33,0,1,1,0,0,0,Villa El Salvador
111219,1,43,0,1,1,0,1,1,Villa El Salvador
111220,1,58,0,1,1,0,0,1,Villa El Salvador
111221,1,58,0,1,1,0,0,1,Villa El Salvador
111222,1,51,0,1,1,0,0,0,Villa El Salvador
111223,1,29,0,1,1,0,0,1,Lima
111224,1,25,0,1,1,0,0,1,Lima
111225,1,48,0,1,1,0,0,1,Villa El Salvador
111226,1,21,0,1,1,0,0,1,Villa El Salvador
111227,1,15,0,0,1,1,0,1,Villa El Salvador
111228,1,43,0,1,1,0,0,1,Villa El Salvador
111229,1,37,0,1,1,0,0,1,Villa El Salvador
111231,1,25,0,1,1,0,1,1,Villa El Salvador
111232,1,56,0,1,1,0,0,1,Villa El Salvador
111235,1,60,0,0,1,0,0,0,Villa El Salvador
111236,1,58,0,1,1,0,1,1,Villa El Salvador
111237,1,50,0,1,1,0,1,1,Villa El Salvador
111238,1,10,0,0,1,1,0,0,Villa El Salvador
111240,1,18,0,1,1,0,1,1,Villa El Salvador
111245,1,38,0,1,1,0,0,0,Villa El Salvador
111246,1,29,0,1,1,0,1,1,Villa El Salvador
111247,1,42,0,1,1,0,1,1,Villa El Salvador
111248,1,6,0,0,1,1,0,1,Villa El Salvador
111249,1,48,0,1,1,1,1,1,Villa El Salvador
111250,1,17,0,0,1,1,0,1,Villa El Salvador
111251,1,13,0,0,1,1,0,1,Villa El Salvador
111252,1,16,0,0,1,1,0,1,Villa El Salvador
111253,1,39,0,1,1,0,1,1,Villa El Salvador
111254,1,46,0,1,1,0,1,0,Santiago de Surco
111255,1,22,0,1,1,0,1,0,Villa El Salvador
111256,1,12,0,0,1,0,0,1,Villa El Salvador
111257,1,12,0,0,1,0,0,1,Villa El Salvador
111259,1,6,0,0,1,0,0,1,Carabayllo
111260,1,6,0,0,1,0,0,1,Carabayllo
111261,1,14,0,0,1,0,0,1,Carabayllo
111263,1,22,0,0,1,0,1,0,Villa El Salvador
111264,1,18,0,1,1,0,0,1,Villa El Salvador
111265,1,4,0,0,1,1,0,1,Villa El Salvador
111266,1,24,0,1,1,0,0,1,Villa El Salvador
111267,1,47,0,1,1,0,1,1,Villa El Salvador
111268,1,56,0,1,1,0,1,1,Villa El Salvador
111269,1,64,0,1,1,0,1,1,Villa El Salvador
111271,1,36,0,1,1,0,0,1,Villa El Salvador
111272,1,25,0,1,1,0,1,1,Villa El Salvador
111273,1,25,0,1,1,0,1,1,Villa El Salvador
111274,1,25,0,1,1,0,1,1,Villa El Salvador
111275,1,25,0,1,1,0,1,1,Villa El Salvador
111276,1,33,0,1,1,0,1,1,Villa El Salvador
111277,1,20,0,0,1,1,0,0,Villa El Salvador
111279,1,64,0,1,1,0,0,1,Villa El Salvador
111280,1,64,0,1,1,0,0,1,Villa El Salvador
111281,1,64,0,1,1,0,0,1,Villa El Salvador
111282,1,42,0,1,1,0,1,1,Villa El Salvador
111283,1,60,0,1,1,0,1,1,Villa El Salvador
111284,1,21,0,1,1,0,1,1,Villa El Salvador
111286,1,23,0,1,1,0,0,1,Villa El Salvador
111287,1,66,0,1,1,0,0,1,Villa El Salvador
111288,1,40,0,1,1,0,0,0,Villa El Salvador
111289,1,48,0,1,1,0,0,1,Villa El Salvador
111291,1,8,0,0,1,1,0,1,Villa El Salvador
111292,1,29,0,1,1,0,1,1,Villa El Salvador
111294,1,40,0,1,1,0,0,1,Villa El Salvador
111295,1,27,0,1,1,0,0,1,Villa El Salvador
111296,1,22,0,0,1,0,0,1,Villa El Salvador
111297,1,33,0,1,1,0,0,1,Villa El Salvador
111300,1,26,0,1,1,0,0,1,Villa El Salvador
111302,1,27,0,1,1,0,1,0,Villa El Salvador
111303,1,21,0,1,1,0,1,0,Villa El Salvador
111304,1,0,0,0,1,0,0,1,Villa El Salvador
111305,1,37,0,1,1,0,1,1,Villa El Salvador
111306,1,16,0,0,1,1,0,1,Villa El Salvador
111307,1,19,0,0,1,0,0,0,Villa El Salvador
111308,1,49,0,1,1,0,1,0,Villa El Salvador
111309,1,49,0,1,1,0,1,0,Villa El Salvador
111310,1,3,0,0,1,0,0,1,Villa El Salvador
111311,1,47,0,1,1,0,1,1,Villa El Salvador
111312,1,36,0,1,1,0,0,0,Villa El Salvador
111313,1,41,0,1,1,0,1,1,Villa El Salvador
111314,1,53,0,1,1,0,0,1,Villa El Salvador
111315,1,53,0,1,1,0,0,1,Villa El Salvador
111316,1,27,0,1,1,0,1,1,Villa El Salvador
111317,1,49,0,0,1,0,1,0,Villa El Salvador
111318,1,19,0,0,1,0,0,1,Villa El Salvador
111319,1,23,0,0,1,0,0,1,Villa El Salvador
111320,1,65,0,1,1,0,0,1,Villa El Salvador
111321,1,4,0,0,1,0,0,1,Chorrillos
111322,1,34,0,1,1,0,1,1,Villa El Salvador
111323,1,35,0,1,1,0,1,1,Villa El Salvador
111324,1,46,0,1,1,0,1,1,Villa El Salvador
111325,1,27,0,1,1,0,1,1,Villa El Salvador
111326,0,27,0,1,1,0,1,0,Villa El Salvador
111327,1,6,0,0,1,1,0,0,Villa El Salvador
111328,1,74,0,1,1,0,1,0,Villa El Salvador
111329,1,48,0,1,1,0,0,1,Villa El Salvador
111330,1,41,1,1,1,0,0,0,Villa El Salvador
111331,1,64,0,1,1,0,1,1,Villa El Salvador
111332,1,68,0,1,1,0,1,1,Villa El Salvador
111333,1,9,0,0,1,1,0,0,Villa El Salvador
111334,1,31,0,1,1,0,0,1,Villa El Salvador
111335,1,12,0,0,1,1,0,0,Villa El Salvador
111336,1,3,0,0,1,1,0,0,Villa El Salvador
111337,1,8,0,0,1,1,0,0,Villa El Salvador
111338,1,13,0,0,1,1,0,0,Villa El Salvador
111339,1,33,0,1,1,0,1,1,Villa El Salvador
111341,1,13,0,0,1,1,0,1,Villa El Salvador
111342,1,45,0,1,1,0,1,1,Villa El Salvador
111345,1,44,0,1,1,0,1,0,Villa El Salvador
111346,1,15,0,0,1,1,0,1,Villa El Salvador
111347,1,17,1,0,1,0,0,0,Villa Maria del Triunfo
111348,1,13,0,0,1,1,0,1,Villa El Salvador
111349,1,34,0,1,1,0,0,1,Villa El Salvador
111350,1,45,0,1,1,0,1,1,Ate
111352,1,48,0,1,1,0,0,1,Villa El Salvador
111353,1,58,0,1,1,0,1,1,Villa El Salvador
111354,1,27,0,1,1,0,1,1,Villa El Salvador
111355,1,47,0,1,1,0,1,1,Villa El Salvador
111356,1,26,0,1,1,0,1,1,Villa El Salvador
111357,1,39,0,1,1,0,0,1,Villa El Salvador
111358,1,10,0,0,1,1,0,0,Villa El Salvador
111359,1,14,0,0,1,1,0,0,Villa El Salvador
111360,1,69,0,1,1,0,0,1,Villa El Salvador
111363,1,18,0,0,1,0,0,1,Villa El Salvador
111365,1,72,0,1,1,0,1,0,Villa El Salvador
111366,1,3,0,0,1,0,0,0,Villa El Salvador
111368,1,34,0,1,1,0,1,0,Villa El Salvador
111369,1,16,0,1,1,1,1,1,Villa El Salvador
111371,1,25,0,1,1,0,0,1,Villa El Salvador
111372,1,25,0,1,1,0,0,1,Villa El Salvador
111373,1,25,0,1,1,0,0,1,Villa El Salvador
111375,1,30,0,1,1,0,1,1,Villa El Salvador
111376,1,34,0,1,1,0,1,1,Villa El Salvador
111377,1,12,0,0,1,1,0,1,Villa El Salvador
111379,1,16,0,0,1,1,0,1,Villa El Salvador
111380,1,16,0,0,1,1,0,1,Villa El Salvador
111381,1,29,1,1,1,0,0,0,Villa El Salvador
111382,1,24,0,1,1,0,1,1,Villa El Salvador
111383,1,6,0,0,1,1,0,0,Villa El Salvador
111384,1,6,0,0,1,1,0,1,Villa El Salvador
111385,1,40,0,1,1,0,1,1,Villa El Salvador
111386,1,14,0,0,1,1,0,1,Villa El Salvador
111388,1,5,0,0,1,1,0,1,Villa El Salvador
111389,1,33,0,1,1,0,1,0,Villa El Salvador
111390,1,27,0,1,1,0,0,0,Villa El Salvador
111392,1,35,0,1,1,0,0,1,Villa El Salvador
111394,1,9,0,0,1,1,0,1,Villa El Salvador
111395,1,8,0,0,1,1,0,1,Villa El Salvador
111396,1,2,0,0,1,0,0,1,Villa El Salvador
111397,1,60,0,1,1,0,1,0,Villa El Salvador
111398,0,19,0,0,1,0,0,0,Villa El Salvador
111400,1,50,0,1,1,0,1,0,Villa El Salvador
111401,1,40,0,1,1,0,1,1,Villa El Salvador
111403,1,26,0,1,1,0,0,1,Villa El Salvador
111404,1,32,0,1,1,0,1,1,Villa El Salvador
111405,1,76,0,1,1,0,0,1,Villa El Salvador
111407,1,42,0,1,1,0,1,0,Villa El Salvador
111408,1,30,0,1,1,0,1,1,Villa El Salvador
111410,1,5,0,0,1,1,0,1,Villa El Salvador
111411,1,58,0,1,1,0,0,1,Villa El Salvador
111412,1,22,0,1,1,1,0,0,Villa El Salvador
111413,1,39,0,1,1,0,1,1,Villa El Salvador
111414,1,18,0,0,1,1,0,0,Villa El Salvador
111415,1,12,0,0,1,1,0,0,Villa El Salvador
111416,1,25,0,1,1,1,1,1,Villa El Salvador
111418,1,42,0,1,1,0,1,1,Villa El Salvador
111419,1,42,0,1,1,0,1,1,Villa El Salvador
111420,1,39,0,1,1,0,1,1,Villa El Salvador
111421,1,26,0,1,1,0,0,0,Villa El Salvador
111422,1,52,0,1,1,0,0,1,Villa El Salvador
111423,1,4,0,0,1,0,0,1,Villa El Salvador
111424,1,15,0,0,1,1,0,1,San Juan de Lurigancho
111426,1,18,0,1,1,0,1,1,San Juan de Lurigancho
111427,1,13,0,0,1,1,0,1,San Juan de Lurigancho
111428,1,8,0,0,1,0,0,1,San Juan de Lurigancho
111429,1,8,0,0,1,0,0,1,San Juan de Lurigancho
111430,1,8,0,0,1,0,0,1,San Juan de Lurigancho
111431,1,6,0,0,1,0,0,1,San Juan de Lurigancho
111432,1,6,0,0,1,0,0,1,San Juan de Lurigancho
111434,1,33,0,1,1,0,0,0,Villa El Salvador
111436,1,40,0,1,1,0,0,1,Villa El Salvador
111439,1,36,0,1,1,0,1,1,Villa El Salvador
111441,1,27,0,1,1,0,0,1,Villa El Salvador
111442,1,29,0,1,1,0,1,0,Villa El Salvador
111444,1,6,0,0,1,1,0,1,Villa El Salvador
111445,1,20,0,0,1,1,0,0,Villa El Salvador
111446,1,33,0,1,1,0,1,1,Villa El Salvador
111447,1,29,0,1,1,0,0,1,Villa El Salvador
111448,1,76,0,1,1,0,0,1,Villa El Salvador
111449,1,36,0,1,1,0,1,1,Villa El Salvador
111450,1,63,0,1,1,0,1,1,Villa El Salvador
111452,1,26,0,1,1,0,1,1,Villa El Salvador
111456,1,24,0,1,1,0,0,1,Villa El Salvador
111458,1,5,0,0,1,0,0,1,Villa El Salvador
111459,1,67,0,1,1,0,1,0,Villa El Salvador
111460,0,24,0,1,1,0,0,0,Villa El Salvador
111461,1,7,0,0,1,0,0,0,Villa El Salvador
111462,1,41,0,1,1,1,1,1,Villa Maria del Triunfo
111463,1,53,0,1,1,0,1,1,Villa Maria del Triunfo
111466,1,31,0,1,1,1,1,1,Villa El Salvador
111467,1,8,0,0,1,1,0,1,Villa El Salvador
111471,1,25,0,1,1,0,0,1,Villa El Salvador
111472,1,31,0,1,1,0,1,1,Villa El Salvador
111473,1,12,0,0,1,1,0,1,Villa El Salvador
111474,1,12,0,0,1,1,0,1,Villa El Salvador
111475,1,8,0,0,1,1,0,0,Villa El Salvador
111476,1,40,0,1,1,0,1,0,Villa Maria del Triunfo
111477,1,18,0,0,1,0,1,1,Villa El Salvador
111478,1,41,0,1,1,0,1,1,Villa El Salvador
111479,1,5,0,0,1,1,0,1,Villa El Salvador
111480,1,18,0,1,1,1,0,1,Lima
111482,1,11,0,0,1,1,0,1,Villa El Salvador
111483,1,30,0,1,1,0,0,1,Villa El Salvador
111484,1,8,0,0,1,1,0,1,Villa El Salvador
111486,1,80,0,0,1,0,1,1,Villa El Salvador
